Fauna/Flora;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria de Ameaça;Sigla Categoria de Ameaça;Bioma;Principais Ameaças;Presença em Áreas Protegidas;Plano de Ação Nacional para Conservação (PAN);Ordenamento Pesqueiro ;Nível de Proteção na Estratégia Nacional;Espécie exclusiva do Brasil;Estados de Ocorrência
Fauna;Peixes Continentais;Characidae;Rhinopetitia potamorhachia;Desconhecido;Em Perigo (EN);EN;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;"MT; PA"
Fauna;Peixes Marinhos;Myliobatidae;Rhinoptera brasiliensis;Raia-beiço-de-boi;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Sim;"PR; RJ; RS; SC; SP"
Fauna;Invertebrados Terrestres;Aeshnidae;Rhionaeschna eduardoi;Libélula;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Mineracao";Não;Não;Não;0;Sim;MG
Fauna;Mamíferos;Cricetidae;Rhipidomys cariri;Rato-da-árvore;Vulnerável (VU);VU;Caatinga;Agropecuária;Sim;Não;Não;2;Sim;"BA; CE; PE"
Fauna;Mamíferos;Cricetidae;Rhipidomys tribei;Rato-da-árvore;Em Perigo (EN);EN;Cerrado;"Agropecuária; Mineracao";Sim;Não;Não;1;Sim;MG
Fauna;Invertebrados Terrestres;Formicidae;Rhopalothrix plaumanni;Formiga;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Poluição";Não;Não;Não;0;Sim;SC
Fauna;Invertebrados Terrestres;Buthidae;Rhopalurus lacrau;Escorpião;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Assentamento Humano:rurais; Outras Atividades Econômicas:Turismo; Poluição Assoreamento";Não;Não;Não;0;Sim;BA
Fauna;Aves;Thamnophilidae;Rhopornis ardesiacus;Gravatazeiro;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";"Agropecuária; Extracao Florestal; Queimadas";Sim;Sim;Não;2;Sim;"BA; MG"
Fauna;Peixes Continentais;Doradidae;Rhynchodoras xingui;Bacuzinho;Em Perigo (EN);EN;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;"GO; MT; PA"
Fauna;Peixes Marinhos;Arhynchobatidae;Rioraja agassizii;Raia-santa ;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"ES; PR; RJ; RS; SC; SP"
Fauna;Répteis;Dipsadidae;Rodriguesophis chui;Muçurana-nariguda-das-dunas;Em Perigo (EN);EN;Caatinga;"Agropecuária; Mineracao";Sim;Não;Não;1;Sim;BA
Fauna;Répteis;Dipsadidae;Rodriguesophis scriptorcibatus;Muçurana-nariguda-do-são-francisco;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Extracao Florestal; Mineracao";Sim;Não;Não;3;Sim;BA
Fauna;Peixes Continentais;Cynodontidae;Roestes itupiranga;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PA
Fauna;Invertebrados Terrestres;Hubbardiidae;Rowlandius ubajara;Escorpião-chicote-de-cauda-curta;Criticamente em Perigo (CR);CR;"Caatinga; Mata Atlântica";Outras Atividades Econômicas:Turismo;Sim;Não;Não;3;Sim;CE
Fauna;Mamíferos;Callitrichidae;Saguinus bicolor;Sauim-de-coleira;Criticamente em Perigo (CR);CR;Amazônia;"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Não;3;Sim;AM
Fauna;Mamíferos;Callitrichidae;Saguinus niger;Sagui-una;Vulnerável (VU);VU;Amazônia;"Agropecuária; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Não;4;Sim;"MA; PA; TO"
Fauna;Mamíferos;Cebidae;Saimiri vanzolinii;Macaco-de-cheiro;Vulnerável (VU);VU;Amazônia;"Desastres Naturais; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;3;Sim;AM
Fauna;Invertebrados Terrestres;Chelodesmidae;Sandalodesmus stramineus;Piolho-de-cobra;Vulnerável (VU);VU;Cerrado;"Assentamento Humano:cidades; Mineracao";Não;Não;Não;0;Sim;MG
Fauna;Mamíferos;Cebidae;Sapajus cay;Macaco-prego;Vulnerável (VU);VU;"Cerrado; Pantanal";"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte; Poluição; Queimadas";Sim;Sim;Não;3;Não;"GO; MS; MT"
Fauna;Mamíferos;Cebidae;Sapajus flavius;Macaco-prego-galego;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Queimadas";Sim;Sim;Não;3;Sim;"AL; PB; PE; RN"
Fauna;Mamíferos;Cebidae;Sapajus robustus;Macaco-prego-de crista;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;3;Sim;"BA; ES; MG"
Fauna;Mamíferos;Cebidae;Sapajus xanthosternos;Macaco-prego-do-peito-amarelo;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";"Agropecuária; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Queimadas";Sim;Sim;Não;4;Sim;"BA; MG; SE"
Fauna;Peixes Continentais;Anostomidae;Sartor tucuruiense;Aracu-boca-pra-cima;Em Perigo (EN);EN;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;"PA; TO"
Fauna;Invertebrados Terrestres;Nymphalidae;Scada karschina delicata;Borboleta;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;"AL; PE"
Fauna;Peixes Marinhos;Labridae;Scarus trispinosus;Peixe-papagaio-azul;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Sim;"AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SE; SP"
Fauna;Peixes Marinhos;Labridae;Scarus zelindae;Peixe-papagaio-banana;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo";Sim;Sim;Sim;3;Sim;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RN; SE"
Fauna;Aves;Tityridae;Schiffornis turdina intermedia;Flautim-marrom;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;"AL; PB; PE"
Fauna;Invertebrados Terrestres;Carabidae;Schizogenius ocellatus;Besouro;Em Perigo (EN);EN;Mata Atlântica;"Especies Exoticas; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Turismo; Poluição";Sim;Não;Não;2;Sim;SP
Fauna;Peixes Marinhos;Ariidae;Sciades parkeri;Gurijuba;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca";Sim;Não;Sim;3;Não;"AP; MA; PA"
Fauna;Anfíbios;Hylidae;Scinax alcatraz;Perereca-de-Alcatraz;Criticamente em Perigo (CR);CR;Mata Atlântica;Queimadas;Sim;Sim;Não;4;Sim;SP
Fauna;Anfíbios;Hylidae;Scinax duartei;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Transporte;Sim;Sim;Não;4;Sim;"MG; RJ"
Fauna;Anfíbios;Hylidae;Scinax faivovichi;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;Queimadas;Sim;Sim;Não;2;Sim;SP
Fauna;Anfíbios;Hylidae;Scinax peixotoi;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Ameaca Desconhecida;Sim;Sim;Não;2;Sim;SP
Fauna;Peixes Continentais;Callichthyidae;Scleromystax macropterus;Limpa-fundo;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Sim;Sim;2;Sim;"PR; SC; SP"
Fauna;Aves;Scleruridae;Sclerurus caudacutus caligineus;Vira-folha-pardo;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;AL
Fauna;Aves;Scleruridae;Sclerurus caudacutus umbretta;Vira-folha-pardo;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;"BA; ES"
Fauna;Aves;Scleruridae;Sclerurus cearensis;Vira-folhas-cearense;Vulnerável (VU);VU;Caatinga;"Agropecuária; Extracao Florestal";Sim;Sim;Não;3;Sim;"BA; CE; PE; PI"
Fauna;Aves;Scleruridae;Sclerurus macconnelli bahiae;Vira-folha-de-peito-vermelho;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Florestal";Sim;Sim;Não;3;Sim;"AL; BA; ES; MG; PB; PE; RJ; SE; SP"
Fauna;Peixes Continentais;Loricariidae;Scobinancistrus aureatus;Acari-da-pedra;Vulnerável (VU);VU;Amazônia;"Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;3;Sim;PA
Fauna;Peixes Continentais;Loricariidae;Scobinancistrus pariolispos;Acari-da-pedra;Vulnerável (VU);VU;Amazônia;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;3;Sim;"PA; TO"
Fauna;Invertebrados Terrestres;Scolopendridae;Scolopendropsis duplicata;Lacraia, centopeia;Criticamente em Perigo (CR);CR;Cerrado;"Assentamento Humano:cidades; Outras Atividades Econômicas:Energia";Sim;Não;Não;1;Sim;TO
Fauna;Peixes Marinhos;Scorpaenidae;Scorpaenodes insularis;Peixe-pedra-arco-iris ;Vulnerável (VU);VU;Marinho;"Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;2;Não;PE
Fauna;Aves;Rhinocryptidae;Scytalopus diamantinensis;Tapaculo-da-chapada-diamantina;Em Perigo (EN);EN;Caatinga;"Agropecuária; Extracao Florestal; Queimadas";Sim;Sim;Não;2;Sim;BA
Fauna;Aves;Rhinocryptidae;Scytalopus gonzagai;Macuquinho-preto-baiano;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Extracao Florestal; Queimadas";Sim;Sim;Não;3;Sim;BA
Fauna;Aves;Rhinocryptidae;Scytalopus iraiensis;Macuquinho-da-várzea;Em Perigo (EN);EN;"Mata Atlântica; Pampa";"Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Outras Atividades Econômicas:Industrias; Outras Atividades Econômicas:Transporte; Poluição; Queimadas";Sim;Sim;Não;3;Sim;"MG; PR; RS; SC"
Fauna;Aves;Rhinocryptidae;Scytalopus novacapitalis;Tapaculo-de-brasília;Em Perigo (EN);EN;Cerrado;"Agropecuária; Mineracao; Queimadas";Sim;Sim;Não;4;Sim;"DF; GO; MG"
Fauna;Aves;Ramphastidae;Selenidera gouldii baturitensis;Saripoca-de-gould;Em Perigo (EN);EN;Caatinga;Agropecuária;Sim;Sim;Não;2;Sim;CE
Fauna;Aves;Tyrannidae;Serpophaga hypoleuca pallida;Alegrinho-do-rio;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;4;Sim;"PA; TO"
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys boitonei;Peixe-anual;Vulnerável (VU);VU;Cerrado;"Assentamento Humano:cidades; Queimadas";Sim;Sim;Não;2;Sim;DF
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys cholopteryx;Desconhecido;Em Perigo (EN);EN;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MT
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys nigromaculatus;Peixe-da-chuva;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys parallelus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Sim;Sim;Não;2;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys punctulatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys santanae;Peixe-anual;Criticamente em Perigo (CR);CR;Cerrado;Assentamento Humano:cidades;Sim;Sim;Não;2;Sim;DF
Fauna;Peixes Continentais;Rivulidae;Simpsonichthys zonatus;Peixe-anual;Criticamente em Perigo (CR);CR;Cerrado;"Agropecuária; Extracao Direta:Caça/Pesca";Não;Sim;Não;1;Sim;MG
Fauna;Mamíferos;Delphinidae;Sotalia guianensis;Boto-cinza;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;3;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Invertebrados Terrestres;Escadabiidae;Spaeleoleptes spaeleus;Opilião;Em Perigo (EN);EN;Cerrado;Outras Atividades Econômicas:Turismo;Sim;Não;Não;2;Sim;MG
Fauna;Peixes Marinhos;Labridae;Sparisoma axillare;Peixe-papagaio-cinza;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Sim;"AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Peixes Marinhos;Labridae;Sparisoma frondosum;Peixe-papagaio-cinza;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AL; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Peixes Marinhos;Labridae;Sparisoma rocha;Bodião-de-trindade;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;ES
Fauna;Peixes Continentais;Rivulidae;Spectrolebias reticulatus;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Outras Atividades Econômicas:Energia;Não;Não;Não;1;Sim;PA
Fauna;Invertebrados Terrestres;Bochicidae;Spelaeobochica allodentatus;Pseudoescorpião;Criticamente em Perigo (CR);CR;Cerrado;"Agropecuária; Poluição";Sim;Não;Não;2;Sim;BA
Fauna;Invertebrados Terrestres;Bochicidae;Spelaeobochica iuiu;Pseudoescorpião;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Não;Não;1;Sim;BA
Fauna;Invertebrados Terrestres;Bochicidae;Spelaeobochica muchmorei;Pseudoescorpião;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Não;Não;2;Sim;SP
Fauna;Invertebrados Terrestres;Chernetidae;Spelaeochernes gracilipalpus;Pseudoescorpião;Em Perigo (EN);EN;Mata Atlântica;"Outras Atividades Econômicas:Turismo; Poluição";Sim;Não;Não;2;Sim;SP
Fauna;Invertebrados Terrestres;Ochyroceratidae;Speocera eleonorae;Desconhecido;Em Perigo (EN);EN;Pantanal;"Agropecuária; Mineracao";Sim;Não;Não;3;Sim;MS
Fauna;Mamíferos;Canidae;Speothos venaticus;Cachorro-vinagre;Vulnerável (VU);VU;"Amazônia; Cerrado; Mata Atlântica; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas";Sim;Sim;Não;4;Não;"AC; AM; AP; BA; CE; DF; ES; GO; MA; MG; MS; MT; PA; PE; PI; PR; RJ; RO; RR; SC; SP; TO"
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna lewini;Tubarão-martelo;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna media;Tubarão-martelo-de-aba-curta;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP"
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna mokarran;Tubarão-martelo-grande;Em Perigo (EN);EN;Marinho;"Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Não;4;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna tiburo;Tubarão-martelo;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Não;"AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE"
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna tudes;Tubarão-martelo;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP"
Fauna;Peixes Marinhos;Sphyrnidae;Sphyrna zygaena;Tubarão-martelo-liso;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Invertebrados Terrestres;Cryptogeobiidae;Spinopilar moria;Opilião;Criticamente em Perigo (CR);CR;Cerrado;"Extracao Florestal; Outras Atividades Econômicas:Turismo";Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Characidae;Spintherobolus ankoseion;Lambari;Vulnerável (VU);VU;Mata Atlântica;"Mineracao; Poluição; Poluição Assoreamento";Sim;Sim;Não;2;Sim;"PR; SC"
Fauna;Peixes Continentais;Characidae;Spintherobolus broccae;Piaba;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;"RJ; SP"
Fauna;Peixes Continentais;Characidae;Spintherobolus leptoura;Lambari;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição";Sim;Sim;Não;2;Sim;SP
Fauna;Peixes Continentais;Characidae;Spintherobolus papilliferus;Lambari ;Criticamente em Perigo (CR);CR;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;SP
Fauna;Invertebrados Aquáticos;Pomatiopsidae;Spiripockia punctata;Desconhecido;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Mineracao; Outras Atividades Econômicas:Turismo";Não;Não;Não;1;Sim;BA
Fauna;Aves;Fringilidae;Sporagra yarrellii;Pintassilgo-do-nordeste;Vulnerável (VU);VU;"Caatinga; Mata Atlântica";Extracao Direta:Caça/Pesca;Sim;Não;Não;4;Sim;"AL; BA; CE; PB; PE; PI; RN; SE; TO"
Fauna;Aves;Thraupidae;Sporophila beltoni;Patativa-tropeira;Vulnerável (VU);VU;"Mata Atlântica; Pampa";"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Não;3;Sim;"BA; GO; MG; PR; RS; SC"
Fauna;Aves;Thraupidae;Sporophila falcirostris;Cigarra-verdadeira;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Não;3;Não;"BA; ES; MG; PR; RJ; SC; SP"
Fauna;Aves;Thraupidae;Sporophila frontalis;Pixoxó;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Não;3;Não;"BA; ES; MG; PR; RJ; RS; SC; SP"
Fauna;Aves;Thraupidae;Sporophila hypoxantha;Caboclinho-de-barriga-vermelha;Vulnerável (VU);VU;"Cerrado; Mata Atlântica; Pampa;";"Agropecuária; Extracao Direta:Caça/Pesca; Queimadas";Sim;Sim;Não;3;Não;"DF; GO; MG; MS; MT; PA; PR; RS; SC; SP; TO"
Fauna;Aves;Thraupidae;Sporophila maximiliani;Bicudo-verdadeiro;Criticamente em Perigo (CR);CR;"Amazônia; Caatinga; Cerrado; Mata Atlântica; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;4;Não;"AC; AM; AP; BA; DF; ES; GO; MA; MG; MS; MT; PA; PI; PR; RJ; RO; SP; TO"
Fauna;Aves;Thraupidae;Sporophila melanogaster;Caboclinho-de-barriga-preta;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Especies Exoticas; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição; Queimadas";Sim;Sim;Não;3;Sim;"DF; MG; MS; PR; RS; SC; SP"
Fauna;Aves;Thraupidae;Sporophila nigrorufa;Caboclinho-do-sertão;Vulnerável (VU);VU;"Amazônia; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Sim;Não;3;Não;"MS; MT"
Fauna;Aves;Thraupidae;Sporophila palustris;Caboclinho-de-papo-branco;Vulnerável (VU);VU;"Cerrado; Pampa; Pantanal";"Agropecuária; Especies Exoticas; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Poluição; Queimadas";Sim;Sim;Não;4;Não;"GO; MG; MS; MT; PA; PR; RS; SP; TO"
Fauna;Aves;Thraupidae;Sporophila ruficollis;Caboclinho-de-papo-escuro;Vulnerável (VU);VU;"Cerrado; Mata Atlântica; Pampa; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Poluição; Queimadas";Sim;Sim;Não;3;Não;"AM; GO; MG; MS; MT; PA; PR; RS; SP"
Fauna;Peixes Marinhos;Squalidae;Squalus acanthias;Cação-bagre;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Não;Sim;Não;2;Não;"RS; SC; SP"
Fauna;Peixes Marinhos;Squatinidae;Squatina argentina;Cação-anjo-de-asa-longa;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"PR; RJ; RS; SC; SP"
Fauna;Peixes Marinhos;Squatinidae;Squatina guggenheim;Cação-anjo-espinhudo;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"PR; RJ; RS; SC; SP"
Fauna;Peixes Marinhos;Squatinidae;Squatina occulta;Cação-anjo-de-asa-curta;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"PR; RJ; RS; SC; SP"
Fauna;Peixes Marinhos;Pomacentridae;Stegastes rocasensis;Donzela-de-rocas;Vulnerável (VU);VU;Marinho;"Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;2;Sim;PE
Fauna;Peixes Marinhos;Pomacentridae;Stegastes sanctipauli;Donzela-de-são-pedro ;Vulnerável (VU);VU;Marinho;"Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;3;Sim;PE
Fauna;Peixes Marinhos;Pomacentridae;Stegastes trindadensis;Donzela-de-trindade ;Vulnerável (VU);VU;Marinho;"Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;2;Sim;ES
Fauna;Peixes Continentais;Pimelodidae;Steindachneridion amblyurum;Surubim-do-jequitinhonha;Criticamente em Perigo (CR);CR;"Cerrado; Mata Atlântica";"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Poluição Assoreamento";Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Pimelodidae;Steindachneridion doceanum;Surubim-do-doce;Criticamente em Perigo (CR);CR;Mata Atlântica;"Especies Exoticas; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Outras Atividades Econômicas:Energia; Poluição; Poluição Assoreamento";Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Pimelodidae;Steindachneridion melanodermatum;Surubim-do-iguaçu;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;PR
Fauna;Peixes Continentais;Pimelodidae;Steindachneridion parahybae;Surubim-do-paraíba;Em Perigo (EN);EN;Mata Atlântica;"Especies Exoticas; Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Não;2;Sim;"MG; RJ; SP"
Fauna;Peixes Continentais;Pimelodidae;Steindachneridion scriptum;Surubim;Em Perigo (EN);EN;"Mata Atlântica; Pampa";Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Não;"MG; RS; SC; SP"
Fauna;Répteis;Tropiduridae;Stenocercus azureus;"Iguaninha-azul; Lagarto-das-pedras";Em Perigo (EN);EN;"Mata Atlântica; Pampa";"Agropecuária; Mineracao";Sim;Sim;Não;2;Não;RS
Fauna;Répteis;Tropiduridae;Stenocercus dumerilii;Desconhecido;Vulnerável (VU);VU;"Amazônia; Cerrado";"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais";Sim;Sim;Não;2;Sim;"MA; PA"
Fauna;Aves;Sternidae;Sterna dougallii;Trinta-réis-róseo;Vulnerável (VU);VU;Marinho;"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;3;Não;"AL; BA; CE; ES; PA; PE; PI; RJ; RN; RS; SE"
Fauna;Aves;Sternidae;Sterna hirundinacea;Trinta-réis-de-bico-vermelho;Vulnerável (VU);VU;Marinho;"Assentamento Humano:cidades; Desastres Naturais; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;2;Não;"AP; BA; ES; PA; PR; RJ; RS; SC; SE; SP"
Fauna;Peixes Continentais;Apteronotidae;Sternarchella curvioperculata;Ituí;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Outras Atividades Econômicas:Energia; Poluição";Não;Sim;Não;1;Sim;SP
Fauna;Peixes Continentais;Apteronotidae;Sternarchogiton zuanoni;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PA
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus britskii;Ituí;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;"MS; SP"
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus caboclo;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;RR
