Fauna/Flora;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria de Ameaça;Sigla Categoria de Ameaça;Bioma;Principais Ameaças;Presença em Áreas Protegidas;Plano de Ação Nacional para Conservação (PAN);Ordenamento Pesqueiro ;Nível de Proteção na Estratégia Nacional;Espécie exclusiva do Brasil;Estados de Ocorrência
Fauna;Mamíferos;Canidae;Atelocynus microtis;Cachorro-do-mato-de-orelhas-curtas;Vulnerável (VU);VU;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas";Sim;Sim;Não;3;Não;"AC; AM; MT; PA; RO"
Fauna;Invertebrados Terrestres;Scarabaeidae;Ateuchus squalidus;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Florestal; Queimadas";Sim;Não;Não;2;Sim;"BA; ES; PB; RJ; RN; RS; SC"
Fauna;Peixes Continentais;Rivulidae;Atlantirivulus lazzarotoi;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Não;Não;1;Sim;RJ
Fauna;Peixes Continentais;Rivulidae;Atlantirivulus maricensis;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Mineracao; Outras Atividades Econômicas:Transporte";Não;Não;Não;1;Sim;RJ
Fauna;Peixes Continentais;Rivulidae;Atlantirivulus nudiventris;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Sim;Não;Não;1;Sim;ES
Fauna;Peixes Continentais;Rivulidae;Atlantirivulus simplicis;Peixe-anual;Em Perigo (EN);EN;Mata Atlântica;Assentamento Humano:cidades;Não;Não;Não;1;Sim;"RJ; SP"
Fauna;Peixes Marinhos;Arhynchobatidae;Atlantoraja castelnaui;Raia-chita;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;" RS; PR; SC; SP"
Fauna;Répteis;Dipsadidae;Atractus caete;Cobra-da-terra-da-floresta;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;"AL; PE"
Fauna;Répteis;Dipsadidae;Atractus hoogmoedi;Desconhecido;Em Perigo (EN);EN;Amazônia;Agropecuária;Não;Sim;Não;1;Sim;PA
Fauna;Répteis;Dipsadidae;Atractus ronnie;Cobra-da-terra-dos-brejos;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";"Agropecuária; Extracao Florestal; Queimadas";Sim;Sim;Não;3;Sim;CE
Fauna;Répteis;Dipsadidae;Atractus serranus;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;3;Sim;SP
Fauna;Répteis;Dipsadidae;Atractus thalesdelemai;Cobra-da-terra-do-sul;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Não;Não;Não;0;Não;RS
Fauna;Invertebrados Terrestres;Formicidae;Atta robusta;Saúva-preta;Vulnerável (VU);VU;Mata Atlântica;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca";Sim;Não;Não;3;Sim;"ES; RJ"
Fauna;Aves;Tyrannidae;Attila spadiceus uropygiatus;Capitão-de-saíra-amarelo ;Vulnerável (VU);VU;"Caatinga; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;"AL; BA; CE; ES; MG; PB; PE; RN; SE"
Fauna;Aves;Trochilidae;Augastes lumachella;Beija-flor-de-gravata-vermelha;Em Perigo (EN);EN;Caatinga;"Agropecuária; Outras Atividades Econômicas:Turismo; Queimadas";Sim;Sim;Não;3;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Austrolebias adloffi;Peixe-anual;Em Perigo (EN);EN;Pampa;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias alexandri;Peixe-anual;Criticamente em Perigo (CR);CR;Pampa;Agropecuária;Não;Sim;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias arachan;Peixe-anual;Criticamente em Perigo (CR);CR;Pampa;Agropecuária;Não;Não;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias carvalhoi;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;"PR; SC"
Fauna;Peixes Continentais;Rivulidae;Austrolebias charrua;Peixe-anual;Em Perigo (EN);EN;Pampa;Agropecuária;Não;Sim;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias cheradophilus;Peixe-anual;Criticamente em Perigo (CR);CR;Pampa;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias cyaneus;Peixe-anual;Criticamente em Perigo (CR);CR;"Mata Atlântica; Pampa";Agropecuária;Não;Sim;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias ibicuiensis;Peixe-anual;Criticamente em Perigo (CR);CR;Pampa;Agropecuária;Não;Sim;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias jaegari;Peixe-anual;Criticamente em Perigo (CR);CR;Pampa;Agropecuária;Não;Não;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias juanlangi;Peixe-anual;Em Perigo (EN);EN;Pampa;Agropecuária;Não;Sim;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias litzi;Peixe-anual;Criticamente em Perigo (CR);CR;Pampa;"Agropecuária; Mineracao";Não;Não;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias luteoflammulatus;Peixe-anual;Criticamente em Perigo (CR);CR;Pampa;Agropecuária;Não;Sim;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias melanoorus;Peixe-anual;Em Perigo (EN);EN;Pampa;"Agropecuária; Mineracao; Poluição";Não;Não;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias minuano;Peixe-anual;Em Perigo (EN);EN;Pampa;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte";Não;Sim;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias nachtigalli;Peixe-anual;Em Perigo (EN);EN;Pampa;Agropecuária;Não;Não;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias nigrofasciatus;Peixe-anual;Em Perigo (EN);EN;Pampa;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte";Não;Sim;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias paucisquama;Peixe-anual;Vulnerável (VU);VU;Pampa;"Agropecuária; Outras Atividades Econômicas:Transporte";Não;Não;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias periodicus;Peixe-anual;Vulnerável (VU);VU;Pampa;Agropecuária;Não;Sim;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias prognathus;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias univentripinnis;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias varzeae;Peixe-anual;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Outras Atividades Econômicas:Energia";Não;Não;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias vazferreirai;Peixe-anual;Criticamente em Perigo (CR);CR;Pampa;"Agropecuária; Mineracao";Não;Não;Não;1;Não;RS
Fauna;Peixes Continentais;Rivulidae;Austrolebias wolterstorffi;Peixe-anual;Criticamente em Perigo (CR);CR;"Mata Atlântica; Pampa";"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Não;RS
Fauna;Aves;Furnariidae;Automolus lammi;Barranqueiro-do-nordeste ;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;"AL; PB; PE; RN; SE"
Fauna;Invertebrados Terrestres;Theraphosidae;Avicularia diversipes;Aranha-caranguejeira;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Não;Não;1;Sim;BA
Fauna;Invertebrados Terrestres;Theraphosidae;Avicularia gamba;Aranha-caranguejeira;Criticamente em Perigo (CR);CR;"Cerrado; Mata Atlântica";"Agropecuária; Extracao Direta:Caça/Pesca";Não;Não;Não;0;Sim;BA
Fauna;Répteis;Gymnophthalmidae;Bachia didactyla;Desconhecido;Em Perigo (EN);EN;"Amazônia; Cerrado";"Agropecuária; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;"MT; RO"
Fauna;Répteis;Gymnophthalmidae;Bachia psamophila;Desconhecido;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;TO
Fauna;Invertebrados Terrestres;Baetidae;Baetodes capixaba;Siriruia;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Poluição; Poluição Assoreamento";Sim;Não;Não;2;Sim;ES
Fauna;Invertebrados Terrestres;Baetidae;Baetodes iuaquita;Siriruia;Vulnerável (VU);VU;Mata Atlântica;"Poluição; Poluição Assoreamento";Sim;Não;Não;2;Sim;ES
Fauna;Peixes Continentais;Pimelodidae;Bagropsis reinhardti;Bagre ;Vulnerável (VU);VU;Cerrado;"Mineracao; Outras Atividades Econômicas:Energia; Poluição";Não;Sim;Não;1;Sim;MG
Fauna;Mamíferos;Balaenopteridae;Balaenoptera borealis;Baleia-sei;Em Perigo (EN);EN;Marinho;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;4;Não;"AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP "
Fauna;Mamíferos;Balaenopteridae;Balaenoptera musculus;Baleia-azul;Criticamente em Perigo (CR);CR;Marinho;"Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;4;Não;"CE; ES; PE; RN"
Fauna;Mamíferos;Balaenopteridae;Balaenoptera physalus;Baleia-fin;Em Perigo (EN);EN;Marinho;"Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;4;Não;"ES; PE"
Fauna;Peixes Continentais;Loricariidae;Baryancistrus longipinnis;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;2;Sim;"GO; MA; MT; PA; TO"
Fauna;Peixes Continentais;Loricariidae;Baryancistrus niveatus;Acari;Criticamente em Perigo (CR);CR;"Amazônia; Cerrado";"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;2;Sim;"GO; PA; TO"
Fauna;Mamíferos;Cervidae;Blastocerus dichotomus;Cervo-do-pantanal;Vulnerável (VU);VU;"Cerrado; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Energia";Sim;Sim;Não;3;Não;"BA; PI; RO; SP"
Fauna;Anfíbios;Hylidae;Bokermannohyla vulcaniae;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Mineracao";Não;Sim;Não;2;Sim;MG
Fauna;Anfíbios;Plethodontidae;Bolitoglossa paraensis;Salamandra;Em Perigo (EN);EN;Amazônia;Agropecuária;Sim;Sim;Não;2;Sim;PA
Fauna;Répteis;Viperidae;Bothrops alcatraz;Jararaca-de-alcatrazes;Criticamente em Perigo (CR);CR;Mata Atlântica;Queimadas;Sim;Sim;Não;4;Sim;SP
Fauna;Répteis;Viperidae;Bothrops insularis;Jararaca-ilhôa;Criticamente em Perigo (CR);CR;Mata Atlântica;"Especies Exoticas; Extracao Direta:Caça/Pesca; Queimadas";Sim;Sim;Não;2;Sim;SP
Fauna;Répteis;Viperidae;Bothrops muriciensis;Jararacuçu-de-murici;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;2;Sim;"AL; PE"
Fauna;Répteis;Viperidae;Bothrops otavioi;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Especies Exoticas";Sim;Sim;Não;2;Sim;SP
Fauna;Répteis;Viperidae;Bothrops pirajai;Jararacuçu-tapete;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:rurais";Sim;Sim;Não;2;Sim;BA
Fauna;Invertebrados Aquáticos;Bouchardiidae;Bouchardia rosea;Desconhecido;Em Perigo (EN);EN;Marinho;"Desastres Naturais; Poluição";Sim;Não;Não;2;Sim;"ES; RJ; SP; PR; SC; RS"
Fauna;Anfíbios;Brachycephalidae;Brachycephalus pernix;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Outras Atividades Econômicas:Turismo;Não;Sim;Não;1;Sim;PR
Fauna;Peixes Continentais;Hypopomidae;Brachyhypopomus jureiae;Tuvira-da-juréia;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;SP
Fauna;Invertebrados Terrestres;Formicidae;Brachymyrmex micromegas;Formiga;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Assentamento Humano:cidades;Sim;Não;Não;1;Sim;SP
Fauna;Mamíferos;Atelidae;Brachyteles arachnoides;Muriqui-do-sul;Em Perigo (EN);EN;Mata Atlântica;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;5;Sim;"MG; PR; RJ; SP"
Fauna;Mamíferos;Atelidae;Brachyteles hypoxanthus;Muriqui-do-norte;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Queimadas";Sim;Sim;Não;3;Sim;"BA; ES; MG; RJ"
Fauna;Mamíferos;Bradypodidae;Bradypus torquatus;Preguiça-de-coleira;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Queimadas";Sim;Sim;Não;2;Sim;"BA; ES; MG; RJ; SE"
Fauna;Répteis;Mabuyidae;Brasiliscincus caissara;Calango-liso-da-restinga;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;3;Sim;SP
Fauna;Invertebrados Terrestres;Prodidomidae;Brasilomma enigmatica;Desconhecido;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Assentamento Humano:cidades; Mineracao; Outras Atividades Econômicas:Turismo";Sim;Não;Não;3;Sim;MG
Fauna;Peixes Continentais;Characidae;Brycon devillei;Piabinha;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Assentamento Humano:cidades; Poluição; Poluição Assoreamento";Não;Sim;Não;1;Sim;"BA; MG"
Fauna;Peixes Continentais;Characidae;Brycon gouldingi;Matrinxã, Piabanha ;Em Perigo (EN);EN;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Sim;Sim;Sim;3;Sim;"GO; MT; PA; TO"
Fauna;Peixes Continentais;Characidae;Brycon insignis;Piabanha;Em Perigo (EN);EN;Mata Atlântica;"Especies Exoticas; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Poluição";Não;Sim;Não;1;Sim;"ES; RJ; SP"
Fauna;Peixes Continentais;Characidae;Brycon nattereri;Pirapitinga;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Especies Exoticas; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Sim;"GO; MG; MS; PR; SP"
Fauna;Peixes Continentais;Characidae;Brycon opalinus;Pirapitinga;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição; Poluição Assoreamento";Não;Sim;Não;1;Sim;SP
Fauna;Peixes Continentais;Characidae;Brycon orbignyanus;Piracanjuba;Em Perigo (EN);EN;"Cerrado; Mata Atlântica; Pampa;";"Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Não;2;Não;"GO; MG; MS; PR; RS; SC; SP"
Fauna;Peixes Continentais;Characidae;Brycon vermelha;Vermelha;Em Perigo (EN);EN;Mata Atlântica;"Especies Exoticas; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;"ES; MG"
Fauna;Peixes Continentais;Characidae;Bryconamericus lambari;Lambari;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Não;Sim;Não;1;Sim;RS
Fauna;Mamíferos;Pitheciidae;Cacajao hosomi;Uacari;Em Perigo (EN);EN;Amazônia;Extracao Direta:Caça/Pesca;Sim;Sim;Não;4;Não;AM
Fauna;Répteis;Dipsadidae;Calamodontophis paucidens;Cobra-espada-dos-pampas;Em Perigo (EN);EN;Pampa;Agropecuária;Sim;Sim;Não;2;Não;RS
Fauna;Répteis;Dipsadidae;Calamodontophis ronaldoi;Cobra-espada-do-paraná;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Não;Sim;Não;1;Sim;"PR; SC"
Fauna;Aves;Scolopacidae;Calidris canutus;Maçarico-de-papo-vermelho;Criticamente em Perigo (CR);CR;"Mata Atlântica; Pantanal";Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas;Sim;Sim;Não;4;Não;" AP; CE; MA; PA; PI; PR; RJ; RS; SC; SE; SP"
Fauna;Aves;Scolopacidae;Calidris pusilla;Maçarico-rasteirinho;Em Perigo (EN);EN;"Amazônia; Caatinga; Cerrado; Mata Atlântica; Pantanal";"Agropecuária; Agropecuária Aquacultura; Assentamento Humano:cidades; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Não;4;Não;"AL; AM; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RR; SE; SP"
Fauna;Aves;Scolopacidae;Calidris subruficollis;Maçarico-acanelado;Vulnerável (VU);VU;"Amazônia; Mata Atlântica; Pantanal";"Agropecuária; Especies Exoticas; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Não;"MT; MS; PR; RJ; RS; SC"
Fauna;Mamíferos;Pitheciidae;Callicebus barbarabrownae;Guigó-da-caatinga;Criticamente em Perigo (CR);CR;Caatinga;"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais; Extracao Florestal";Sim;Sim;Não;4;Sim;" BA; SE"
Fauna;Mamíferos;Pitheciidae;Callicebus coimbrai;Guigó;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais";Sim;Sim;Não;3;Sim;"BA; SE"
Fauna;Mamíferos;Pitheciidae;Callicebus melanochir;Guigó;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais";Sim;Sim;Não;3;Sim;"BA; ES; MG"
Fauna;Mamíferos;Pitheciidae;Callicebus personatus;Sauá-de-cara-preta;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:rurais";Sim;Sim;Não;3;Sim;"ES; MG; BA"
Fauna;Invertebrados Terrestres;Nymphalidae;Callicore hydarnis;Borboleta;Em Perigo (EN);EN;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;3;Sim;"MG; RJ; SP"
Fauna;Mamíferos;Echimyidae;Callistomys pictus;Rato-do-cacau;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;BA
Fauna;Mamíferos;Callitrichidae;Callithrix aurita;Sagui-da-serra-escuro;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;3;Sim;RJ
Fauna;Mamíferos;Callitrichidae;Callithrix flaviceps;Sagui-da-serra-claro;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Mineracao; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;3;Sim;"ES; MG"
Fauna;Mamíferos;Didelphidae;Caluromysiops irrupta;Cuíca-de-colete;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Amazônia;Agropecuária;Sim;Não;Não;3;Não;RO
Fauna;Répteis;Gymnophthalmidae;Calyptommatus leiolepis;Desconhecido;Em Perigo (EN);EN;"Caatinga; Cerrado";"Mineracao; Outras Atividades Econômicas:Energia";Sim;Sim;Não;4;Sim;BA
Fauna;Répteis;Gymnophthalmidae;Calyptommatus nicterus;Desconhecido;Em Perigo (EN);EN;"Caatinga; Cerrado";"Mineracao; Outras Atividades Econômicas:Energia";Sim;Sim;Não;4;Sim;BA
Fauna;Répteis;Gymnophthalmidae;Calyptommatus sinebrachiatus;Desconhecido;Em Perigo (EN);EN;Caatinga;"Mineracao; Outras Atividades Econômicas:Energia";Sim;Sim;Não;4;Sim;BA
Fauna;Aves;Platyrinchidae;Calyptura cristata;Tietê-de-coroa;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;RJ
Fauna;Invertebrados Terrestres;Baetidae;Camelobaetidius maranhensis;Siriruia;Vulnerável (VU);VU;Cerrado;"Poluição; Poluição Assoreamento";Não;Não;Não;0;Sim;MA
Fauna;Invertebrados Terrestres;Baetidae;Camelobaetidius spinosus;Siriruia;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Poluição; Poluição Assoreamento";Não;Não;Não;0;Sim;MG
Fauna;Invertebrados Terrestres;Baetidae;Camelobaetidius yacutinga;Siriruia;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Poluição; Poluição Assoreamento";Não;Não;Não;0;Não;RS
Fauna;Peixes Continentais;Rivulidae;Campellolebias brucei;Peixe-anual;Em Perigo (EN);EN;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;SC
Fauna;Peixes Continentais;Rivulidae;Campellolebias chrysolineatus;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca";Não;Sim;Não;1;Sim;SC
Fauna;Peixes Continentais;Rivulidae;Campellolebias dorsimaculatus;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;SP
Fauna;Peixes Continentais;Rivulidae;Campellolebias intermedius;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Não;Não;1;Sim;SP
Fauna;Aves;Dendrocolaptidae;Campylorhamphus cardosoi;Arapaçu-do-tapajós;Vulnerável (VU);VU;Amazônia;"Agropecuária; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Não;Não;3;Sim;"MT; PA"
Fauna;Aves;Dendrocolaptidae;Campylorhamphus multostriatus;Arapaçu-de-bico-curvo-do-xingu;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Sim;Não;Não;3;Sim;"MA; MT; PA; TO"
Fauna;Aves;Dendrocolaptidae;Campylorhamphus trochilirostris trochilirostris;Arapaçu-beija-flor;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Extracao Florestal";Sim;Não;Não;2;Sim;BA
Fauna;Invertebrados Terrestres;Scarabaeidae;Canthon corpulentus;Besouro rola-bosta;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Queimadas";Sim;Não;Não;3;Sim;"DF; GO; MG; MT; SP"
Fauna;Invertebrados Terrestres;Scarabaeidae;Canthon quadripunctatus;Besouro rola-bosta;Vulnerável (VU);VU;"Cerrado; Mata Atlântica; Pampa;";"Agropecuária; Queimadas";Não;Não;Não;0;Não;"MG; PR; RS; SC; SP"
Fauna;Aves;Capitonidae;Capito dayi;Capitão-de-cinta;Vulnerável (VU);VU;"Amazônia; Cerrado";Extracao Florestal;Sim;Não;Não;3;Não;"AM; MT; PA; RO"
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus galapagensis;Tubarão-das-galápagos;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Não;PE
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus longimanus;Tubarão-galha-branca;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus obscurus;Cação-fidalgo;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus perezi;Tubarão-dos-recifes;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; RS; SE"
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus plumbeus;Tubarão-galhudo;Criticamente em Perigo (CR);CR;Marinho;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;2;Não;"AL; AP; BA; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Carcharhinidae;Carcharhinus porosus;Cação-azeiteiro;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
